bias,text
neutral,Release of Taliban Detainees Alarms Afghan Villagers http://t.co/5Hs8aZNlvR #Bergdahl #PJnet
partisan,"Today, I'll be voting for the @RepMikeQuigley &amp; @JaredPolis amendment that cuts a billion dollar bomb we don't need http://t.co/gcqSGMD2p4"
neutral,Tune in at 11am: Senator Blumenthal will be on @newsnation with @tamronhall to talk about the VA.
neutral,Indexing the minimum wage to inflation would help lower-income workers keep up in the future. #OpportunityForAll
neutral,"@pandorumizator Obama &amp; his policies not only threat 2 well being of Am people, but is worst. Many other challenges, like crony capitalism."
neutral,"Our staff will hold office hrs in Cumberland, Nelson &amp; Bedford tmrw to meet w/those who need help w/federal agencies http://t.co/qiyYfj1JQD"
partisan,President Obama‰ŰŞs Rhetoric vs. Reality on VA Accountability http://t.co/IdefekhHKg
partisan,#Gruber visited the White House 21 times.  That's 17 more times than Obama met with his Jobs Council.
neutral,"Kroger, Macy's Face Boycott Call After Opposing Texas Equal Pay Bill http://t.co/hieYbHqnXw via @HuffPostPol"
neutral,ICYMI: Smith to Seek Subpoena for Information on White House Role in Security of http://t.co/8lYcaieTZY http://t.co/pgWrJP73bF
partisan,"13 days until #sequestration kicks in, and @SpeakerBoehner is sending the House home. The House should be in session until this is fixed."
neutral,Welcome home to #CNY‰ŰŞs Olympian @erinhamlin. This community is so proud of you for winning the bronze. #TeamUSA #NY22 http://t.co/pubG5mVaoH
neutral,A new study out today confirms what we all know is true: @UMich fans are the greatest. #GoBlue http://t.co/xKboD7lQN7
partisan,Spoke with Fox News last night about my interview with a State Department #Benghazi surivor. WATCH: http://t.co/xhjiGMY1Cq
partisan,Sequestration = $15.5 million cut from medical research in #OR. #STOPtheSequester http://t.co/07Gb44wUoq
partisan,"For those covering Pres Obama‰ŰŞs MO speech today, here are my floor remarks on his latest #jobs #pivot http://t.co/VvNhe1LhEW"
neutral,The #IRS's gross abuse of power would have our founding fathers rolling in their graves http://t.co/yZJCAXjpsg
neutral,At American Legion Post 41 in Whitefield for dedication of M-60 battle tank‰ŰŇ part of US military history that has served our veterans well.
neutral,More than 50 million seniors and people with disabilities are covered under #Medicare.   Medicare works ‰ŰŇ happy 49th anniversary.
partisan,"Supreme Court ruling says President Obama can't force business owners to violate their religious beliefs. 
http://t.co/sUjvUfAjcj"
neutral,Consumer Financial Protection Bureau continues efforts to secretly collect your private financial data. http://t.co/DIX7BfJyQz @dcexaminer
partisan,"#AR3 Due to lapse in approps, the govt shut down @12AM on 10/1/13. DC &amp; Rogers are open for essential services. 
Call:http://t.co/qetrx4nIYF"
neutral,Good morning! Tune in during the 6am hour today to @KHONnews to hear from Rep. Gabbard on ISIS &amp; more: http://t.co/y78T1ZJcXr
neutral,"Supporting H.R. 152 by Rep. Rodney Frelinghuysen (R-NJ) to support the recovery and
 health of natural habitats devastated by Sandy. @NWF"
neutral,"It‰ŰŞs time to kick surveillance reform into overdrive. #NSA programs needs 3 things: accountability, transparency, and tighter limitations."
partisan,The House passed HR 4031. We are holding the #VeteransAdministration responsible http://t.co/BGphF6dH8F
partisan,"Met w/@usgao re: #Arctic policy. US has enviro, economic &amp; natl sec interests in region &amp; must prioritize them better http://t.co/JZNt4kXike"
neutral,RT @MonteFrank1: Our hearts ache.  Our thoughts and prayers from Sandy Hook to DC.  Tomorrow we get back to work to end this madness. Headi‰Ű_
partisan,Pretty much says it all... http://t.co/uyzvuTF9Yy
neutral,Preserving and beautifying open space is so important. Thanks to all who made today's ribbon cutting possible at Charlestown's Pawaget Park!
partisan,RT @jameshohmann: NRSC chairman Jerry Moran is a NO vote on any Syria resolution.
neutral,#IRS bothers him RT @gretawire: Bill the cat...nothing bothers him http://t.co/fpq6ObQ33c
neutral,Good news for the economy as consumer confidence hits highest level in almost seven years @USAToday  http://t.co/WV8nAHjq21
partisan,.@davidgregory I hope so. It's obviously critical to our nation right now. There are two pieces -- policy and funding. #TweetThePress
neutral,"Had great meeting with Gen. Lynn Collyer, commanding general of US Army Aviation and Missile Command (AMCOM) today. http://t.co/s3VxlPyWOP"
neutral,"Congrats to new @MiamiHerald publisher Alex Villoch, the first woman to hold the job! I know she may be first but won't be the only one!"
partisan,Radio intrvw w WOAI: it is unconscionable that we would take pay from millions of Americans. http://t.co/ZnVSnkrrn3
partisan,"RT @ReutersPolitics: Lawmakers, LGBT groups urge U.S. trade action on Brunei criminal laws http://t.co/NYmBJY5uvi"
neutral,Passing a serious employment agenda like the American Jobs Act would create up to 2 million jobs http://t.co/GE2jijDDrN
neutral,RT @Reuters: Pentagon recalling many civilian defense employees idled by shutdown http://t.co/4ScvCKmc05
neutral,Recording a message to our troops overseas wishing them a #HappyHolidays. Thank you so much for your service. http://t.co/1g0ysJcDBQ
neutral,100+ employers will be at my upcoming Sixth District Job Fair on July 21 at Harper College. RSVP here: http://t.co/4kaduwmoHS
neutral,TUNE IN: I'm speaking NOW on the floor. http://t.co/dPimjI88
partisan,All sides are pushing for Obama to make a decision on the Keystone XL pipeline. http://t.co/hpFO19N8t2
neutral,Thanks to all who came out to the #AAPI Heritage Month Celebration I hosted w/@CMKoslowitz tonight in #RegoPark. http://t.co/xB6XOuWCCE
partisan,"""Let me be clear, federal workers did not cause this shutdown and should not lose pay because of it."" -@brianschatz"
neutral,NEW: Congress At Your Corner this Saturday at Franklin Library. Hope to see you! Details: http://t.co/mjqILqvUC1 http://t.co/nJc51s3X6G
neutral,We‰ŰŞre still recovering from the greatest recession since the Great Depression. We must #RenewUI. http://t.co/wp2P0CXL9s
neutral,RT @KevinBuist: Politics in 2013: @repjustinamash debates someone named @Deathsquadgr420 on twitter.
neutral,"Grateful for a few minutes with the Nashville Economic Club chatting about debt, Obamacare, and fiscal issues. http://t.co/JA4fX2L37s"
neutral,"@realcmnicholson, Will do!  Thank you for your hard work. Your hard work feeds the world and without you, people would go hungry."
neutral,Rewind 1999-The early days of Gear Up Program becoming law @edpartnerships Capitol Hill's odd couple http://t.co/v0VMnMnuqO via @Salon
neutral,"Thrilled to be at groundbreaking for I-94 expansion, which will increase mobility, safety, and jobs in Minnesota. http://t.co/rcyyYG6LEb"
neutral,Wishing #MO native and @NASA Astronaut @AstroIllini the best of luck on his mission. https://t.co/OmfbJLL5SF
neutral,"A delicious  #MadeInWi story  - ""Wyttenbachs take meat from family farm to family table"" http://t.co/kkKGmSArQa"
neutral,I had a great time visiting Napa Valley Language Academy earlier this week! http://t.co/ZTLmWRZDPg
neutral,Our #CongressOnYourCorner coupons tell you how we can help! At @cityofhayward today talking to those we serve. http://t.co/v5lMJO2zOL
neutral,"So proud to honor @DocHastings, my dear friend &amp; colleague for his tireless commitment to the people of Central WA.  http://t.co/o1qBW4K6i5"
neutral,"This week, my #Facebook page got its 9,000th ""like"". Have you liked me on Facebook yet? https://t.co/hYy6Tuk7nZ"
neutral,Had a wonderful meeting with @SenatorCardin this afternoon.
neutral,"Thanks for organizing this diaper drive, @Steph_DeSilva! I would love to participate and support the @RIFoodBank"
neutral,@kacoppola Good to see you.
neutral,Happy #Juneteenth! I'm celebrating by attending the dedication of the Frederick Douglass statue in the U.S. Capitol. http://t.co/ELMkjZMmCj
neutral,Excited to welcome @SecretaryFoxx to #IL17 today to talk about replacing the I-74 Bridge &amp; the need to invest in infrastructure
neutral,Humbled to lay wreath at CenTex State Veterans Cemetery to honor Fort Hood men &amp; women killed in Iraq &amp; Afghanistan http://t.co/wJAc8EsT4P
partisan,Tonite will be great moment in CO history! Thrilled to play role in bringing families together on this historic occasion. #civilunions
neutral,"RT @sahilkapur: Medicare trust fund now projected to exhaust assets in 2026, two years later than last year's mark http://t.co/U2sP9mfOc6"
neutral,I encourage my friends in the 6th District to head down KY State BBQ Festival in Danville benefitting the United Way http://t.co/XjjMvJsKFR
neutral,Joined @MartinCountygov to again discuss &amp; view firsthand the damage to our river. http://t.co/qw3sha3H8J
neutral,Shared your stories about the realities of #Obamacare in #AR3 on the House Floor today. Here's the video: http://t.co/sOFpWhIDC9
partisan,Never forget. Thanks to those who go into harm's way to protect the greatest country in the world. God bless America! http://t.co/07JFyn7Fuu
partisan,Nebraska‰ŰŞs approval of new #KXL route means it‰ŰŞs decision time for POTUS http://t.co/S4D9AsrP He should find a way to say yes #4jobs
neutral,@nikkibama hate is a strong word but thanks for at least liking #FridayKitty
neutral,RT: @PeterRoskam There are about 37 million student loan borrows that are past due on their loan payments #DontDoubleMyRate
partisan,My colleagues &amp; I sent a strong message that people accessing our courthouses should be safe from intimidation &amp; fear http://t.co/UJsETAttgc
neutral,#FF to my colleagues joining me to push for #NSA reform: @RonWyden @SenatorLeahy @SenRandPaul @SenBlumenthal @MartinHeinrich #EndThisDragnet
neutral,"""I dont care if it is a Dem. or Repub. President, this is about authority."" Watch my full interview w/ @seanhannity- http://t.co/6l09cGMw1R"
neutral,"Video: Discussing the ""No Budget, No Pay Act"" at the Anderson Rotary Club. http://t.co/sZl2fNuHE8"
neutral,Why focus on biomedical research? Here are three reasons
neutral,"The #DATAAct was signed into law yesterday, &amp; will transform gov transparency by shedding light on runaway spending: http://t.co/c7armaHUYY"
neutral,"~270,000 #veterans are waiting for the #House to #RenewUI. They along w/ +2MIL Americans deserve for this to be brought up in the House."
neutral,"RT @mlivedetroit: GM Design Team Auto Show delivers a mix of modern, classic beauties http://t.co/gbrcrqAVZJ #dreamcruise"
partisan,Check out my op/ed in the @BurlcoTimes that addresses the huge challenges facing the @DeptVetAffairs http://t.co/MuCbf9oICb
neutral,With Alex Greenwood from the City of #Brentwood at an International Trade Event this afternoon http://t.co/AGtn7uVfF0
partisan,"Wrong! Didn't say this! @seungminkim: MT @andiezd: .@RosLehtinen: ""Cantor has lost.It pains me 2say this but immigration is officially dead"""
neutral,New therapy slashes breast cancer rates 50%; results unveiled in San Antonio symposium http://t.co/3Xq97yjRYw via @houstonchron
partisan,Appreciate those who joined me for the town hall at Rocky and Carlo's this morning. #LA01 http://t.co/q9pDqhrpmk
neutral,#ar2 MT @SpeakerBoehner: There are important questions Pres. Obama must answer if considering intervention in #Syria http://t.co/5PsY5iLycX
neutral,"""It can‰ŰŞt happen soon enough."" - @TheEllenShow  #BringBackOurGirls #JoinRepWilson"
neutral,Congrats to Montgomery Academy on winning the 2A State Volleyball Championship! Providence put up a great fight.
partisan,"""Obama‰ŰŞs extreme use of executive discretion"" @georgefwill in @washingtonpost: http://t.co/lBn4bOrrxp"
neutral,Interested in having a flag flown over the U.S. Capitol? One can be purchased through our office. Learn more here: http://t.co/fXK8TNwuEC
neutral,Thx 4 your ??s! @federalreserve Chair #Yellen's inaugural @FinancialCmte appearance  #MyView #DayInTheLife http://t.co/M1YodJ4QVX
neutral,Yes. The system is rigged. http://t.co/EXglz57IDp
partisan,Honored to receive World Boxing Council green belt &amp; join these mental health champions in the fight against stigma! http://t.co/YCimbHA0xC
partisan,"Obama's best-ever jobs report?  Below average.

Obama is putting the ""O"" in mediocre. http://t.co/xV234hDM5R"
neutral,"ICYMI: Earlier today, I spoke on the Senate floor about remediating the effects of our recent #COwildfires. VIDEO: http://t.co/rJDL4Ehm"
neutral,.@meridianstar: http://t.co/gyjLbggc0t @GreggHarper discusses #KidsFirst Act to boost funding for pediatric medical research cc: @GOPleader
partisan,"He has refused to pass other Laws for the accommodation of large districts of people, unless those people would..."
partisan,@chrisbob Performs financial assmt of borrowers for loan approval and suitability to protect seniors from loans not fit for them (1/4)
neutral,Check out our photos from this week's Congress in Your Community Town Hall Series!  http://t.co/h3vDevmshX
neutral,"Great to have @JuddPDeere, Kyra, Kellie, Madeline and Taylor as part of my staff. #idpol http://t.co/UsrhVoHAeU"
partisan,@spoonboy42 Not closing door on foreigners. I support robust skill based immigration. Let them become part of Am family before providing aid
neutral,"@BillHemmer @lee_saywhat thanks for having me on, Bill. Talk soon"
neutral,Getting ready to speak on the @EdShow about #Obamacare tonight. Tune in to MSNBC around 5:20pm ET.
neutral,Read my latest op-ed on efforts to halt the IRS‰ŰŞs efforts to stifle free speech here: http://t.co/m7DgwHRC7N #idpol
partisan,Proud of the #SouthValley and #ValleDeOro Thanks to @SecretaryJewell @MartinHeinrich @SenatorTomUdall http://t.co/LBi3aqKmGE
neutral,"On the way to Ramallah, West Bank. http://t.co/ASAWJ2gYnx"
neutral,I was honored to be sworn in to the 113th Congress yesterday. I'm looking forward to serving the people of #OK2 http://t.co/hgHLWV9T
neutral,This is what a really shameful #earmark looks like http://t.co/41YkxHSac7
neutral,Essay competition for #ar2 high school students: 1 winner will attend President's State of the Union address Jan 28: http://t.co/wKbi7grqcB
partisan,@chuckgrassley &amp; I introed bill 2 stop pay-for-delay deals betwn drug companies. It will get life-saving drugs to people quicker and save $.
neutral,Lots of mail and flags going out to #TN08 constituents today. Want a flag flown over the uscapitol for‰Ű_ http://t.co/HQS5XC49tS
partisan,"Small, nonfarm businesses in 43 Colorado counties are eligible to apply for low-interest federal disaster loans... http://t.co/1wWJpJE6"
neutral,.@noprisoners1 ....funding in a clean CR. Thanks for reaching out.
neutral,Reminder that all Congressional Art Competition submissions are due April 19th! Visit our website for more info: http://t.co/4VRGUzDUv7
neutral,"In CT, women earn 78 cents for every dollar paid to men. That‰ŰŞs not fair. RT if you support #EqualPay for equal work."
neutral,"#TN04 I'll be on @supertalk997 in 15 minutes to discuss #ObamaCare, tune in"
neutral,Proud to support @NOH8campaign #NOH8onTheHill! Hope we hear good news from the Supreme Court for #equality this week. http://t.co/Mvjm52pxbD
partisan,Yesterday I asked New Jerseyans to tell me their stories about the urgent need to restore unemployment insurance benefits #RenewUI
neutral,One billion reasons to invest in Brain Research. CF http://t.co/0yutwh8hvq
partisan,Boehner: Issa Was 'Within His Rights' To Cut Off Democrat's Mic http://t.co/w2IzgP8pxy
neutral,Do you have satellite radio? I'll be on POTUS XM's @MorningBriefing with Tim Farley talking #yourtime this am at 7:20 eastern. Channel 124
neutral,That was a pressure int. notice how forced manning to throw off back foot not set and ball sailed. Guy was open
partisan,"As our weak economy continues to struggle, more energy jobs and tax revenue is good for the economy http://t.co/y6bakUiqWR"
partisan,"Secretary Shinseki should resign. 1,700 AZ vets are stuck on secret lists, waiting for care. Unconscionable. LISTEN: https://t.co/zmdtY0I7y2"
neutral,"My response to the President's #FY15 #budget request, which was submitted to Congress today: 

http://t.co/yee9WezBaf"
partisan,"""IRS taxing of tanning beds and other #Obamacare absurdities"" - @WashingtonPost column: http://t.co/gBxx0uLlXF #TrainWreck"
neutral,RT @NYGovCuomo: During November we honor NY‰ŰŞs military families who have made their own sacrifices in the service of our country http://t.c‰Ű_
neutral,Taking photos of @BillClinton &amp; his fans at Stomping Grounds Cafe in Ames. @TeamBraley @iowademocrats #IAGOTV #3days http://t.co/PL1qffkeS3
neutral,"A #FollowFriday for New Commandant @uscoastguard, wedding dress @riovideo and #conservation opportunities @USDA_NRCS. #FF"
partisan,Looking forward to visiting @BWDistilling to announce my bill to help craft distilleries in Washington state tomorrow. @Business_Herald
neutral,Introduced bipartisan bill to help bring Meriam Ibrahim and her children to the United States. Read more here: http://t.co/mZKDlSm2Lu
neutral,RT this to show your support for keeping children in families first &amp; ask others to #SupportCHIFF http://t.co/NtbfwIyBkn
neutral,"(1/2) Was saddened to learn of the recent passing of Ronald Danner, a long-time constituent &amp; decorated WWII veteran. http://t.co/I9PCsstPa3"
neutral,At @UMMC 2 announce program for patients who are #domesticviolence victims w/ @ltgovbrown @SenatorBarb @SenatorCardin http://t.co/0HZAnDxPRh
neutral,Was a pleasure to work with fellow RPCVs @RepMikeHonda @RepGaramendi @RepSamFarr and Rep Petri on this bill @PeaceCorps @pcorpsconnect
partisan,"Broken promises. Red tape excuses. Yup, those are exactly what the federal govt is giving US vets: http://t.co/CyFozSRAXw"
partisan,.@WNYT: The American on Dream on hold for some during shutdown http://t.co/vQtkrljmDW
partisan,"Glad DEC addressing particulate matter for Interior air quality.Open Houses set for Fbx, N. Pole in Oct &amp; Nov. Go to http://t.co/PqwZoSTkBh"
partisan,"As Older Americans Month comes to a close, learn more about Senior Scams, Fraud and Abuse. - http://t.co/mucdIrWNXn #OAM2014chat"
partisan,Speaking on the Senate floor on my amendment w/ my colleagues to strengthen gender-based pay anti-discrimination laws http://t.co/VDZeQWHZ8l
partisan,"If Congress doesn't act by July 1, student loan interest rates will double. I want to hear your thoughts on the issue http://t.co/mjcqE7E8DX"
neutral,"National Drug Facts Week is just around the corner,see what you can do to help our youth get the facts about drug abuse http://t.co/FLIJ1Pke"
neutral,"Proud that POTUS &amp; House Dems are addressing the $11,607 yearly gap b/w full-time working men &amp; women. #NoMadMenPay http://t.co/0iCPgqWwgK"
partisan,"4yrs of #ACA: 3m young adults covered, 100m w/out lifetime limits, 129m w/ pre-existing conditions can #GetCovered, &amp; 5m covered thru market"
neutral,LIVE @Caracol1260 w @MarioDB + @YolyCuello 2 address impt #SoFl issues - economy and jobs
partisan,Chris Foley of Houston-based Abbot Benefits expects 3/4th of his clients to see ‰ŰĎa noticeable increase‰Űť in premiums http://t.co/SLHNfXifOk
neutral,@iCareeGuns A lot of my constituents are having trouble finding ammo too.  Looking into it. @cattypatriot Thanks for being protective.
partisan,"Because of ObamaCare, small businesses in #TX have experienced a 19.7% premium increase resulting in 29,885 lost jobs.http://t.co/0p4uhz5jUG"
partisan,Another side effect of Obamacare. http://t.co/Jfkaid4bSp
neutral,"@wdharrisjr LOL, I'm happy to hear that. Your career is worthy of much more than 140 charters."
neutral,Meeting w/local #Braceros &amp; staff &amp; students from University of the Pacific at the #Smithsonian Braceros Exhibit http://t.co/zuSJWvh1s0
neutral,"Help raise awareness that heart disease is the No. 1 killer of women, but it doesn‰ŰŞt have to be. #GoRed today http://t.co/BmJhA3VWQ9"
neutral,Thinking about those in Oklahoma this morning.
neutral,"Just at #SocialSecurity press conf to intro bill to expand benefits, lift cap. Time to strengthen program is now http://t.co/P0kQAUxGZj"
partisan,Why does keeping troops out of #Syria matter? If u thought #Iraq was complicated this is 1000x worse
neutral,Check out the #REBUILDact! MT @wbkotv: Congressman Guthrie Shares His New Bill With Manufacturers: http://t.co/kivi5OwJRK
partisan,RT @RepKevinBrady: What kind of govt swoops in upon your death &amp; takes nearly half of the nest egg you spent your entire life building? htt‰Ű_
neutral,".@AmericanLegion, @IAVA, @AMVETSNational, and @ConcernedVets release letters of support for #VeteransChoiceAct: http://t.co/Suriimso7s"
partisan,Statement on #Syria http://t.co/OWnT6Yl1bI
neutral,Check out the new @Voices4Service report celebrating 20 years of #gettingthingsdone with @AmeriCorps. #AmeriCorps20 http://t.co/jnJ9Jz5zBe
neutral,"Just finished my first telephone town hall meeting, one day after confronting the Ryan budget:  http://t.co/bHLiRcR4Ck"
neutral,"On National Love Your Pet Day #TBT to me &amp; the love of my life JJ in Holton, KS. And no we didn't eat him! #JJtheLamb http://t.co/MliyCsqpiP"
partisan,"On Obamacare, we win, they lose. If enough Americans rise up, we will #DefundObamacare: https://t.co/LS4orn0Njz Are you with us?"
neutral,*BREAKING* @DeptVetAffairs Whistle-blowers told not to speak to members of Congress‰Ű_‰Űťimproper avenue of redress‰Űť
neutral,"This Election Day, we are reminded our democracy is strongest when every citizen participates. Please exercise your civic duty &amp; go vote!"
partisan,RT @cirelafaro: About to meet with congressman John Garamendi to advocate for clean air @Earthjustice @LCLAA @LCLAASacramento @CFLCLAA #rig‰Ű_
neutral,"Crucial Senate voted scheduled for 11:00am to advance the Safe Communities, Safe Schools Act of 2013. #gunsense"
neutral,I spent Mother's Day in Afghanistan visiting with our troops. Here are some photos from the trip: http://t.co/oDPpv2DGNL
partisan,Delaney Calls Upon Federal Trade Commission to Protect Affordable Jewish Funerals http://t.co/35aHsgOAww
neutral,Kudos to @panerabread CEO Ron Shaich for taking the #SNAPChallenge. Cutting $40B will make more people hungry. http://t.co/D5z5gZPLGw
partisan,"‰ŰĎObamacare wasn't competently run,‰Űť  via @TheAtlantic. In @HouseCommerce hearings, we will look for #ObamcareAnswers. http://t.co/IcfqSryEZB"
neutral,Thank you @EdDavis3 for a riveting &amp; informative discussion about public safety and what it means to be #BostonStrong http://t.co/v34O2bCifp
neutral,Thanks to @UNDEERC for the tour last week http://t.co/FVUHHpCFmL
neutral,"July 10:42 But one thing is needful; and Mary hath chosen that good part, which shall not be taken away from her."
partisan,House Dems have a 100-day action plan to put the #MiddleClassFirst.
neutral,First public #Benghazi Select Committee hearing scheduled for Sept. 17 at 10am - witness list: http://t.co/1bzq0w7FAg #tcot
partisan,@banksisme @IrishDaveE that bill introduced by @EleanorNorton I signed on last July. I'm a big Skins fan but DS needs to rethink this.
neutral,"Stopped by the Willow Grove Fire Company to support their annual pork BBQ. Plenty left, come on down #SouthJersey http://t.co/I4YcWMj24F"
partisan,Stop the Feds from locking away our North Carolina beaches.  Our #OBX beaches belong to you! http://t.co/ASQZuomyKH
neutral,That last retweet demonstrates my point...
neutral,"""For Many, Few Health-Plan Choices, High Premiums on Online Exchanges"" @WSJ: http://t.co/IQvlI0p7i7"
partisan,"Ocare's Medical Device Tax will cost our nation 33,000 jobs - unacceptable: http://t.co/HIBQcgZM0d #LASEN"
neutral,Join Deborah and me at Comerica Park on May 18 as we work to help end #breastcancer. Follow @KomenDetroit &amp; register to run or walk!
neutral,"""We cannot balance the budget on the backs of our seniors."" -- Rep. Garcia http://t.co/EuMJixRaUA http://t.co/sLGOBM4HCk"
neutral,PHOTO: My #EdenPrairie office delivered local student valentines to #veterans at @VAMinneapolis. #HappyVDay #MN03 http://t.co/YYWCQFhR
partisan,@MichaelLambe What's the concern? I am waiting for details but want to see secure border &amp; worker program w-out citizenship?
neutral,Munhall rally shows united front against foreign dumping http://t.co/rwD7ThpDEb via @TribLIVE
neutral,It was great visiting with members of the Petroleum Marketers Association of America (PMAA) today in Washington. http://t.co/LJRpiD0xbw
partisan,"When Democrats don't vote, Republicans win. http://t.co/xNufiP3h2E"
neutral,It was a privilege to meet with the Kern County Honor Flight. These men and women are a true embodiment of service. https://t.co/GzjLc3Cl0g
neutral,Students are telling Congress: #DontDoubleMyRate. I've answered the call. Only 23 Members needed to force a vote. http://t.co/Fk94JgCRBh
neutral,Joining @GarrisonRadio on @93wibc at 9:05 a.m. Tune in: http://t.co/gklgWDiKdp
neutral,Please Direct Message me your number now RT @itds desperately need ur help.  my mom is in intensive care in Newton &amp; needs 2 be transported
neutral,remember to follow me on #facebook and continue to conversation with more than 140 characters: https://t.co/jMlLW82g0i
neutral,Sen. Sessions on Bill Bennett show this a.m. (guest host Peter Kirsanow) to talk immigration. Listen live at 8:05: http://t.co/oGGACR9lAO
neutral,"RT @SharonDay: Happy Women‰ŰŞs Equality Day! http://t.co/BaE4isPbbS

My honor to post this."
neutral,via @courierjournal's @JRCarrollCJ: Senator Mitch McConnell meeting with President Obama now on #ISIL threat. http://t.co/Lg3NJrrjBP
neutral,This is why I don't have confidence we've learned the lessons from the tragic attacks on our consulate in #Benghazi. http://t.co/Q7LORUw5kb
partisan,Proud to be in Niagara Falls for the 2014 #StandAgainstRacism (@YWCAUSA) https://t.co/dGX3ym4Zho
neutral,"My interview w/ @NiaWaPo on @PostTV, discussing '63 #MarchOnWashington and its legacy http://t.co/9lBiBnPZa2"
neutral,"I am so proud of my wonderful children, @AliciaMenendez &amp; Rob Jr. #FathersDay http://t.co/nWXSOdhBqZ"
neutral,Check out my piece in @USATODAY: Say NO to Detroit bailouts http://t.co/CUDVKmcxQ3
neutral,In just a couple mins I'm going to give my reaction to Obama's statement on Iraq on @huffpostlive WATCH HERE http://t.co/9BRinnOaMF
neutral,Here we go Huskies! It's the homestretch now #BleedBlue #caNINEs @UConnWBB
neutral,"ICYMI: MinnPost article about my and @amyklobuchar's bipartisan, bicameral work to combat sex trafficking #NotForSale http://t.co/aoex39VVGE"
partisan,Today the House is voting on creating jobs by building the #KeystonePipeline RT if you think its #timetobuild http://t.co/XxfC8ZsyNX
neutral,Relieved to hear that @gsfoundation team is safe and accounted for at #BostonMarathon #SantaBarbara
partisan,Congrats on the NAHRO award @toniatkins. Well deserved for a long time advocate for affordable housing.
neutral,PosiGen #solar company looking to expand across New York state http://t.co/yqNtAe2hoK via @AlbanyBizReview
neutral,"Now wearing ""the @UPS browns"" and ready to hand-deliver packages to the good people of #MN08! http://t.co/giZ5AReDtH"
neutral,Ready for #SB48. Go #Broncos! #UnitedInOrange http://t.co/Drsj0dIMkO
neutral,MT @goulaglenn Looking forward to hearing @congpalazzo speak at the Ingalls Shipbuilding Supplier conference @HIIndustries
partisan,.@SenAngusKing and I penned an op-ed together explaining our student loan repayment proposal: http://t.co/SeaMJnt1ZU #fixthemaze
partisan,Enjoy @espn's NOT TOP 10? #wastebook exposes a top ten list your favorite sports teams don't want you to see  #10... http://t.co/ws8mPAhScf
partisan,"Nearly 71,000 Illinoisans will no longer need SNAP if we #RaisetheWage to $10.10 http://t.co/G8pwqWydgg #talkpoverty"
partisan,@chrislhayes this a.m. highlighted special interest tax giveaways in #fiscalcliff deal. Worth sharing -  http://t.co/kv0P9FJ2
partisan,.@TheHill: New Regs on Power Plants could cost thousands of jobs &amp; $30 Billion annually per @uschamber http://t.co/yQCNejBBHf #tcot
partisan,"The unfunded liability in Medicare, the trustees tell us, is $34 trillion over the next 75 years. http://t.co/wFGnuOpBhO"
neutral,My pleasure!!!  @deciminyan
neutral,Thanks to everyone who attended the 2014 Ag Briefing at @NWTC today! #wi08 http://t.co/voAIiGUjKa
neutral,We vote on Amash-Conyers-Massie-Mulvaney-Polis amdt today to rein in domest surveillance of innocent Americans. How will your Rep vote? #NSA
neutral,"RT @JayLow: #FridayKitty!!!!!!! &gt;&gt; ""You Putin me on? Russian into war. Syriaously?"" http://t.co/eo03hRJNNZ"
neutral,I wonder how often the Pentagon misplaces a Marine Col on active duty? #Benghazi http://t.co/BztGmtfE6K
partisan,"""Revelations confirmed complaints [Cornyn] had received in 2011 and 2012 from...the King Street Patriots, San... http://t.co/fOVEa5goxz"
neutral,Going to vote on #KeystoneXL approval right now.
partisan,"Introducing the PATH to Prosperity board game - under the #GOPbudget, it's hard to get ahead. #p2 http://t.co/d0rVUSWfJZ"
partisan,@mustikhan if Kashmiri independence movement dominated by Islam radicals rather than freedom&amp; democracy advocates they still deserve a vote
neutral,Look forward to being at @NASAStennis today. via @sunherald Stennis will celebrate beginning of new rocket-test era http://t.co/f0XidYr6Mi
neutral,"#NoFilter  -- Today, Senator Baldwin introduced her first piece of legislation to the U.S. Senate -‰Ű_ http://t.co/tUQbpWkMck"
neutral,"Congratulations Paul Ferreira, a newly-minted Eagle Scout from #SanRamon. #ca15 http://t.co/LdX1HC6Tgj"
neutral,Al is pleased to announce Minnesota-USDA partnership to give farmers certainty and improve water quality. http://t.co/5IVoUAqTm7
neutral,About to go on @ThisHour on @CNN - tune in now!
neutral,Discussing latest on #Ukraine with @WolfBlitzer @CNN in a few minutes
neutral,"@ericnakagawa @ChangeTip Thank you! Sadly, I have to turn down your cup of coffee - I can't accept gifts, but I appreciate the gesture"
neutral,Proud to have joined @RepWalorski and pass a bill expanding military whistleblower protections http://t.co/y7NwKdfPdU #MN03
neutral,"VIDEO: Calls Army Corps plan to restrict fishing below dams ""unreasonable""; watch full press conference: http://t.co/YKZHf9vCnH #tailwaters"
neutral,@MECOPower feel the same way. It was our pleasure to do it &amp; an honor to be in a position to help!
neutral,Video from Vettes for Vets Cruise on Sat. Great day for a great cause! http://t.co/Q2bZVMeFNI
neutral,On Floor to note #Youth #Traffic #Safety Month.  Motor vehicle accidents continue to be leading cause of death for #teens.
partisan,PHOTO: Proud to sign @RepJoeHeck‰ŰŞs Three Kids Mine bill to help create #jobs in #NV https://t.co/HuAppsfkHi
neutral,.@PowerHRG plans to create 200 #IL05 jobs this year. Thanks for making 200 families so much happier! http://t.co/vzEKxyFKSY
